transaction_id,customer_id,transaction_date,product_id,category,subcategory,color,material,unit_price,discount,final_unit_price,quantity,total_amount
T0042847,CUST_02694,2026-05-08,P00104,Pants & Jeans,Chinos,Heather Grey,Cashmere Blend,97.55,0.0,97.55,1,97.55
T0042848,CUST_02694,2026-05-14,P00127,Shorts,Cargo Shorts,Olive Green,French Terry,88.18,5.0,83.77,2,167.54
T0042849,CUST_02694,2026-07-16,P00316,Loungewear,Lounge Pants,Terracotta,Linen,47.27,10.0,42.54,1,42.54
T0042850,CUST_02695,2025-01-27,P00358,Traditional Wear,Salwar Suit,Heather Grey,Cashmere Blend,93.81,10.0,84.43,1,84.43
T0042851,CUST_02695,2025-02-02,P00362,Traditional Wear,Sherwani,Charcoal,Poly-Spandex,102.37,5.0,97.25,1,97.25
T0042852,CUST_02695,2025-02-07,P00370,Traditional Wear,Dhoti,Heather Grey,Linen,115.78,15.0,98.41,1,98.41
T0042853,CUST_02695,2025-02-21,P00362,Traditional Wear,Sherwani,Charcoal,Poly-Spandex,102.37,15.0,87.01,1,87.01
T0042854,CUST_02695,2025-03-09,P00372,Traditional Wear,Dhoti,Charcoal,Corduroy,132.55,10.0,119.3,1,119.3
T0042855,CUST_02695,2025-04-05,P00361,Traditional Wear,Sherwani,White,French Terry,84.24,15.0,71.6,1,71.6
T0042856,CUST_02695,2025-04-15,P00362,Traditional Wear,Sherwani,Charcoal,Poly-Spandex,102.37,0.0,102.37,1,102.37
T0042857,CUST_02695,2025-07-16,P00353,Traditional Wear,Kurti,Burgundy,Corduroy,75.45,0.0,75.45,2,150.9
T0042858,CUST_02695,2025-08-17,P00358,Traditional Wear,Salwar Suit,Heather Grey,Cashmere Blend,93.81,20.0,75.05,1,75.05
T0042859,CUST_02695,2025-09-13,P00193,Sweaters & Knitwear,V-Neck Sweater,White,Corduroy,79.67,10.0,71.7,1,71.7
T0042860,CUST_02695,2025-11-26,P00375,Traditional Wear,Nehru Jacket,Burgundy,Poly-Spandex,103.05,15.0,87.59,1,87.59
T0042861,CUST_02695,2025-12-04,P00374,Traditional Wear,Nehru Jacket,Charcoal,French Terry,120.08,5.0,114.08,1,114.08
T0042862,CUST_02695,2025-12-10,P00349,Traditional Wear,Kurta,White,Poly-Spandex,55.2,20.0,44.16,1,44.16
T0042863,CUST_02695,2026-01-18,P00353,Traditional Wear,Kurti,Burgundy,Corduroy,75.45,15.0,64.13,1,64.13
T0042864,CUST_02695,2026-01-29,P00364,Traditional Wear,Sherwani,Terracotta,Cashmere Blend,65.74,0.0,65.74,1,65.74
T0042865,CUST_02695,2026-02-02,P00353,Traditional Wear,Kurti,Burgundy,Corduroy,75.45,20.0,60.36,1,60.36
T0042866,CUST_02695,2026-02-04,P00350,Traditional Wear,Kurta,Charcoal,Linen,138.93,0.0,138.93,1,138.93
T0042867,CUST_02695,2026-03-10,P00353,Traditional Wear,Kurti,Burgundy,Corduroy,75.45,20.0,60.36,1,60.36
T0042868,CUST_02695,2026-04-05,P00358,Traditional Wear,Salwar Suit,Heather Grey,Cashmere Blend,93.81,0.0,93.81,1,93.81
T0042869,CUST_02695,2026-07-10,P00360,Traditional Wear,Salwar Suit,Charcoal,French Terry,89.77,0.0,89.77,1,89.77
T0042870,CUST_02695,2026-07-19,P00351,Traditional Wear,Kurta,Burgundy,Cashmere Blend,104.29,0.0,104.29,1,104.29
T0042871,CUST_02696,2025-01-18,P00258,Jackets & Outerwear,Trench Coat,Terracotta,Cashmere Blend,108.83,10.0,97.95,2,195.9
T0042872,CUST_02696,2025-01-25,P00240,Jackets & Outerwear,Bomber Jacket,Charcoal,French Terry,98.08,0.0,98.08,2,196.16
T0042873,CUST_02696,2025-01-27,P00244,Jackets & Outerwear,Puffer Jacket,Terracotta,Cashmere Blend,73.61,0.0,73.61,3,220.83
T0042874,CUST_02696,2025-03-07,P00256,Jackets & Outerwear,Windbreaker,Terracotta,Linen,149.77,10.0,134.79,2,269.58
T0042875,CUST_02696,2025-03-14,P00210,Hoodies & Sweatshirts,Pullover Hoodie,Terracotta,Linen,79.83,0.0,79.83,1,79.83
T0042876,CUST_02696,2025-04-18,P00235,Jackets & Outerwear,Leather Biker Jacket,Olive Green,Poly-Spandex,99.1,10.0,89.19,2,178.38
T0042877,CUST_02696,2025-04-23,P00241,Jackets & Outerwear,Puffer Jacket,White,French Terry,90.05,10.0,81.05,1,81.05
T0042878,CUST_02696,2025-05-20,P00261,Jackets & Outerwear,Parka,Olive Green,French Terry,114.3,10.0,102.87,1,102.87
T0042879,CUST_02696,2025-06-02,P00362,Traditional Wear,Sherwani,Charcoal,Poly-Spandex,102.37,10.0,92.13,2,184.26
T0042880,CUST_02696,2025-06-06,P00373,Traditional Wear,Nehru Jacket,White,Corduroy,113.24,5.0,107.58,1,107.58
T0042881,CUST_02696,2025-07-09,P00350,Traditional Wear,Kurta,Charcoal,Linen,138.93,0.0,138.93,1,138.93
T0042882,CUST_02696,2025-07-12,P00254,Jackets & Outerwear,Windbreaker,Charcoal,French Terry,86.11,10.0,77.5,1,77.5
T0042883,CUST_02696,2025-07-13,P00260,Jackets & Outerwear,Trench Coat,Heather Grey,French Terry,81.77,5.0,77.68,2,155.36
T0042884,CUST_02696,2025-09-28,P00229,Jackets & Outerwear,Denim Jacket,White,Poly-Spandex,90.51,0.0,90.51,1,90.51
T0042885,CUST_02696,2025-10-19,P00245,Jackets & Outerwear,Trucker Jacket,Burgundy,Cashmere Blend,230.2,0.0,230.2,1,230.2
T0042886,CUST_02696,2025-12-18,P00253,Jackets & Outerwear,Windbreaker,White,Corduroy,203.08,20.0,162.46,1,162.46
T0042887,CUST_02696,2026-01-07,P00254,Jackets & Outerwear,Windbreaker,Charcoal,French Terry,86.11,5.0,81.8,1,81.8
T0042888,CUST_02696,2026-02-05,P00234,Jackets & Outerwear,Leather Biker Jacket,Terracotta,French Terry,180.46,25.0,135.34,1,135.34
T0042889,CUST_02696,2026-02-25,P00247,Jackets & Outerwear,Trucker Jacket,Olive Green,French Terry,88.0,0.0,88.0,1,88.0
T0042890,CUST_02696,2026-03-09,P00236,Jackets & Outerwear,Leather Biker Jacket,Heather Grey,Linen,94.32,0.0,94.32,1,94.32
T0042891,CUST_02696,2026-03-13,P00248,Jackets & Outerwear,Trucker Jacket,Heather Grey,Poly-Spandex,211.89,0.0,211.89,1,211.89
T0042892,CUST_02696,2026-05-19,P00253,Jackets & Outerwear,Windbreaker,White,Corduroy,203.08,0.0,203.08,2,406.16
T0042893,CUST_02696,2026-07-20,P00240,Jackets & Outerwear,Bomber Jacket,Charcoal,French Terry,98.08,15.0,83.37,1,83.37
T0042894,CUST_02696,2026-08-09,P00237,Jackets & Outerwear,Bomber Jacket,Olive Green,Linen,61.89,10.0,55.7,1,55.7
T0042895,CUST_02697,2025-01-16,P00273,Blazers & Suits,Two-Piece Suit,Olive Green,Corduroy,134.96,0.0,134.96,1,134.96
T0042896,CUST_02697,2025-02-11,P00247,Jackets & Outerwear,Trucker Jacket,Olive Green,French Terry,88.0,0.0,88.0,1,88.0
T0042897,CUST_02697,2025-03-10,P00270,Blazers & Suits,Suit Jacket,Terracotta,Linen,134.89,10.0,121.4,1,121.4
T0042898,CUST_02697,2025-03-19,P00241,Jackets & Outerwear,Puffer Jacket,White,French Terry,90.05,10.0,81.05,1,81.05
T0042899,CUST_02697,2025-04-08,P00269,Blazers & Suits,Suit Jacket,Burgundy,Poly-Spandex,139.56,15.0,118.63,1,118.63
T0042900,CUST_02697,2025-04-21,P00275,Blazers & Suits,Two-Piece Suit,White,Poly-Spandex,226.8,0.0,226.8,1,226.8
T0042901,CUST_02697,2025-06-01,P00272,Blazers & Suits,Suit Jacket,Heather Grey,Corduroy,158.46,15.0,134.69,1,134.69
T0042902,CUST_02697,2025-06-02,P00276,Blazers & Suits,Two-Piece Suit,Charcoal,Linen,158.74,5.0,150.8,3,452.4
T0042903,CUST_02697,2025-06-24,P00274,Blazers & Suits,Two-Piece Suit,Heather Grey,French Terry,255.4,20.0,204.32,1,204.32
T0042904,CUST_02697,2025-07-22,P00266,Blazers & Suits,Tailored Blazer,Charcoal,Corduroy,185.87,25.0,139.4,1,139.4
T0042905,CUST_02697,2025-10-30,P00276,Blazers & Suits,Two-Piece Suit,Charcoal,Linen,158.74,0.0,158.74,1,158.74
T0042906,CUST_02697,2026-04-27,P00127,Shorts,Cargo Shorts,Olive Green,French Terry,88.18,0.0,88.18,1,88.18
T0042907,CUST_02697,2026-05-24,P00276,Blazers & Suits,Two-Piece Suit,Charcoal,Linen,158.74,5.0,150.8,1,150.8
T0042908,CUST_02697,2026-06-16,P00276,Blazers & Suits,Two-Piece Suit,Charcoal,Linen,158.74,10.0,142.87,1,142.87
T0042909,CUST_02697,2026-08-14,P00269,Blazers & Suits,Suit Jacket,Burgundy,Poly-Spandex,139.56,15.0,118.63,1,118.63
T0042910,CUST_02698,2025-01-05,P00321,Loungewear,Lounge T-Shirt,Olive Green,French Terry,64.33,5.0,61.11,1,61.11
T0042911,CUST_02698,2025-02-04,P00314,Loungewear,Lounge Pants,Charcoal,French Terry,55.43,0.0,55.43,1,55.43
T0042912,CUST_02698,2025-02-05,P00312,Loungewear,Sweatpants,Charcoal,Corduroy,57.96,20.0,46.37,1,46.37
T0042913,CUST_02698,2025-02-05,P00183,Dresses & Skirts,Party Dress,Burgundy,Linen,74.56,5.0,70.83,2,141.66
T0042914,CUST_02698,2025-02-09,P00096,Pants & Jeans,Wide Leg Jeans,Charcoal,Linen,46.33,10.0,41.7,3,125.1
T0042915,CUST_02698,2025-02-15,P00312,Loungewear,Sweatpants,Charcoal,Corduroy,57.96,0.0,57.96,1,57.96
T0042916,CUST_02698,2025-11-14,P00094,Pants & Jeans,Wide Leg Jeans,Heather Grey,French Terry,74.35,20.0,59.48,1,59.48
T0042917,CUST_02698,2026-01-06,P00320,Loungewear,Lounge Shorts,Heather Grey,French Terry,35.12,10.0,31.61,1,31.61
T0042918,CUST_02698,2026-01-09,P00321,Loungewear,Lounge T-Shirt,Olive Green,French Terry,64.33,0.0,64.33,1,64.33
T0042919,CUST_02698,2026-01-29,P00313,Loungewear,Lounge Pants,White,Corduroy,83.8,0.0,83.8,1,83.8
T0042920,CUST_02698,2026-02-23,P00318,Loungewear,Lounge Shorts,Terracotta,Cashmere Blend,38.97,0.0,38.97,1,38.97
T0042921,CUST_02698,2026-02-28,P00320,Loungewear,Lounge Shorts,Heather Grey,French Terry,35.12,10.0,31.61,1,31.61
T0042922,CUST_02698,2026-05-14,P00310,Loungewear,Sweatpants,Heather Grey,Linen,82.05,0.0,82.05,1,82.05
T0042923,CUST_02698,2026-07-08,P00317,Loungewear,Lounge Shorts,Burgundy,Linen,52.95,25.0,39.71,1,39.71
T0042924,CUST_02699,2025-01-02,P00265,Blazers & Suits,Tailored Blazer,White,Cashmere Blend,158.93,15.0,135.09,1,135.09
T0042925,CUST_02699,2025-01-22,P00274,Blazers & Suits,Two-Piece Suit,Heather Grey,French Terry,255.4,0.0,255.4,1,255.4
T0042926,CUST_02699,2025-01-23,P00276,Blazers & Suits,Two-Piece Suit,Charcoal,Linen,158.74,0.0,158.74,1,158.74
T0042927,CUST_02699,2025-03-25,P00231,Jackets & Outerwear,Denim Jacket,Burgundy,Cashmere Blend,78.5,0.0,78.5,1,78.5
T0042928,CUST_02699,2025-04-09,P00272,Blazers & Suits,Suit Jacket,Heather Grey,Corduroy,158.46,15.0,134.69,1,134.69
T0042929,CUST_02699,2025-06-03,P00058,T-Shirts,Striped T-Shirt,Heather Grey,Cashmere Blend,73.66,0.0,73.66,1,73.66
T0042930,CUST_02699,2025-06-08,P00140,Shorts,Bermuda Shorts,Heather Grey,French Terry,129.45,15.0,110.03,1,110.03
T0042931,CUST_02699,2025-06-10,P00269,Blazers & Suits,Suit Jacket,Burgundy,Poly-Spandex,139.56,5.0,132.58,2,265.16
T0042932,CUST_02699,2025-07-10,P00272,Blazers & Suits,Suit Jacket,Heather Grey,Corduroy,158.46,15.0,134.69,3,404.07
T0042933,CUST_02699,2025-07-17,P00275,Blazers & Suits,Two-Piece Suit,White,Poly-Spandex,226.8,0.0,226.8,2,453.6
T0042934,CUST_02699,2025-08-22,P00220,Hoodies & Sweatshirts,Crewneck Sweatshirt,Terracotta,French Terry,72.16,15.0,61.34,1,61.34
T0042935,CUST_02699,2025-08-23,P00078,Tops,Wrap Top,Terracotta,Cashmere Blend,59.84,5.0,56.85,1,56.85
T0042936,CUST_02699,2025-12-19,P00266,Blazers & Suits,Tailored Blazer,Charcoal,Corduroy,185.87,0.0,185.87,1,185.87
T0042937,CUST_02699,2026-01-20,P00273,Blazers & Suits,Two-Piece Suit,Olive Green,Corduroy,134.96,10.0,121.46,3,364.38
T0042938,CUST_02699,2026-01-27,P00265,Blazers & Suits,Tailored Blazer,White,Cashmere Blend,158.93,5.0,150.98,1,150.98
T0042939,CUST_02699,2026-02-05,P00272,Blazers & Suits,Suit Jacket,Heather Grey,Corduroy,158.46,10.0,142.61,1,142.61
T0042940,CUST_02699,2026-02-23,P00276,Blazers & Suits,Two-Piece Suit,Charcoal,Linen,158.74,0.0,158.74,2,317.48
T0042941,CUST_02699,2026-06-08,P00274,Blazers & Suits,Two-Piece Suit,Heather Grey,French Terry,255.4,10.0,229.86,2,459.72
T0042942,CUST_02699,2026-06-24,P00274,Blazers & Suits,Two-Piece Suit,Heather Grey,French Terry,255.4,0.0,255.4,1,255.4
T0042943,CUST_02700,2025-02-06,P00275,Blazers & Suits,Two-Piece Suit,White,Poly-Spandex,226.8,0.0,226.8,1,226.8
T0042944,CUST_02700,2025-02-16,P00309,Loungewear,Sweatpants,Olive Green,Poly-Spandex,59.75,20.0,47.8,1,47.8
T0042945,CUST_02700,2025-04-24,P00139,Shorts,Bermuda Shorts,Olive Green,Corduroy,96.3,10.0,86.67,3,260.01
T0042946,CUST_02700,2025-04-28,P00265,Blazers & Suits,Tailored Blazer,White,Cashmere Blend,158.93,10.0,143.04,3,429.12
T0042947,CUST_02700,2025-05-31,P00183,Dresses & Skirts,Party Dress,Burgundy,Linen,74.56,15.0,63.38,1,63.38
T0042948,CUST_02700,2025-10-04,P00267,Blazers & Suits,Tailored Blazer,Burgundy,French Terry,149.43,25.0,112.07,1,112.07
T0042949,CUST_02700,2025-10-06,P00179,Dresses & Skirts,Maxi Dress,White,Corduroy,81.85,0.0,81.85,1,81.85
T0042950,CUST_02700,2025-10-26,P00274,Blazers & Suits,Two-Piece Suit,Heather Grey,French Terry,255.4,10.0,229.86,2,459.72
T0042951,CUST_02700,2026-01-24,P00266,Blazers & Suits,Tailored Blazer,Charcoal,Corduroy,185.87,0.0,185.87,1,185.87
T0042952,CUST_02700,2026-02-03,P00272,Blazers & Suits,Suit Jacket,Heather Grey,Corduroy,158.46,0.0,158.46,1,158.46
T0042953,CUST_02700,2026-02-04,P00167,Dresses & Skirts,Tennis Skirt,White,French Terry,114.77,15.0,97.55,2,195.1
T0042954,CUST_02700,2026-03-06,P00139,Shorts,Bermuda Shorts,Olive Green,Corduroy,96.3,10.0,86.67,1,86.67
T0042955,CUST_02700,2026-03-12,P00128,Shorts,Cargo Shorts,Heather Grey,Poly-Spandex,39.37,0.0,39.37,2,78.74
T0042956,CUST_02700,2026-03-18,P00271,Blazers & Suits,Suit Jacket,Olive Green,Cashmere Blend,115.93,25.0,86.95,1,86.95
T0042957,CUST_02700,2026-03-21,P00129,Shorts,Chino Shorts,Olive Green,Poly-Spandex,47.27,5.0,44.91,1,44.91
T0042958,CUST_02700,2026-04-10,P00273,Blazers & Suits,Two-Piece Suit,Olive Green,Corduroy,134.96,10.0,121.46,2,242.92
T0042959,CUST_02701,2025-02-11,P00074,Tops,Camisole,Charcoal,French Terry,61.98,0.0,61.98,1,61.98
T0042960,CUST_02701,2025-02-21,P00185,Dresses & Skirts,Slip Dress,Burgundy,Cashmere Blend,96.94,15.0,82.4,1,82.4
T0042961,CUST_02701,2025-03-25,P00068,Tops,Crop Top,Heather Grey,Poly-Spandex,47.2,0.0,47.2,1,47.2
T0042962,CUST_02701,2025-05-10,P00084,Tops,Halter Top,Charcoal,Cashmere Blend,50.03,10.0,45.03,2,90.06
T0042963,CUST_02701,2025-06-06,P00066,Tops,Crop Top,Terracotta,Corduroy,68.95,10.0,62.06,2,124.12
T0042964,CUST_02701,2025-07-06,P00215,Hoodies & Sweatshirts,Zip-Up Hoodie,White,Poly-Spandex,77.51,5.0,73.63,1,73.63
T0042965,CUST_02701,2025-08-23,P00084,Tops,Halter Top,Charcoal,Cashmere Blend,50.03,0.0,50.03,1,50.03
T0042966,CUST_02701,2025-12-14,P00082,Tops,Halter Top,Heather Grey,Poly-Spandex,43.92,25.0,32.94,1,32.94
T0042967,CUST_02701,2026-01-12,P00121,Shorts,Denim Shorts,White,French Terry,39.62,5.0,37.64,1,37.64
T0042968,CUST_02701,2026-03-15,P00066,Tops,Crop Top,Terracotta,Corduroy,68.95,10.0,62.06,1,62.06
T0042969,CUST_02701,2026-03-29,P00069,Tops,Tank Top,Olive Green,Poly-Spandex,67.77,20.0,54.22,1,54.22
T0042970,CUST_02701,2026-05-27,P00070,Tops,Tank Top,Heather Grey,Linen,49.8,0.0,49.8,1,49.8
T0042971,CUST_02701,2026-07-12,P00022,Shirts,Resort Shirt,Heather Grey,Poly-Spandex,55.31,10.0,49.78,1,49.78
T0042972,CUST_02702,2025-02-17,P00044,T-Shirts,Polo T-Shirt,Heather Grey,Cashmere Blend,49.11,5.0,46.65,1,46.65
T0042973,CUST_02702,2025-03-25,P00034,T-Shirts,Crew Neck T-Shirt,Heather Grey,French Terry,36.18,0.0,36.18,1,36.18
T0042974,CUST_02702,2025-06-19,P00053,T-Shirts,Graphic T-Shirt,Burgundy,Corduroy,28.63,10.0,25.77,1,25.77
T0042975,CUST_02702,2025-07-07,P00140,Shorts,Bermuda Shorts,Heather Grey,French Terry,129.45,15.0,110.03,1,110.03
T0042976,CUST_02702,2025-07-08,P00047,T-Shirts,Henley T-Shirt,White,French Terry,59.91,10.0,53.92,1,53.92
T0042977,CUST_02702,2025-09-28,P00131,Shorts,Chino Shorts,White,Cashmere Blend,49.52,25.0,37.14,1,37.14
T0042978,CUST_02702,2025-11-15,P00055,T-Shirts,Graphic T-Shirt,Olive Green,Poly-Spandex,38.38,0.0,38.38,1,38.38
T0042979,CUST_02702,2026-01-09,P00090,Pants & Jeans,Straight Leg Jeans,Terracotta,Linen,85.71,10.0,77.14,1,77.14
T0042980,CUST_02702,2026-02-02,P00055,T-Shirts,Graphic T-Shirt,Olive Green,Poly-Spandex,38.38,0.0,38.38,3,115.14
T0042981,CUST_02702,2026-05-22,P00140,Shorts,Bermuda Shorts,Heather Grey,French Terry,129.45,10.0,116.5,1,116.5
T0042982,CUST_02702,2026-05-24,P00055,T-Shirts,Graphic T-Shirt,Olive Green,Poly-Spandex,38.38,0.0,38.38,1,38.38
T0042983,CUST_02702,2026-08-10,P00129,Shorts,Chino Shorts,Olive Green,Poly-Spandex,47.27,10.0,42.54,1,42.54
T0042984,CUST_02703,2025-01-06,P00157,Dresses & Skirts,Pleated Skirt,White,Linen,85.69,5.0,81.41,1,81.41
T0042985,CUST_02703,2025-05-22,P00328,Loungewear,Pajama Set,Terracotta,Poly-Spandex,47.93,5.0,45.53,1,45.53
T0042986,CUST_02703,2025-08-21,P00162,Dresses & Skirts,Pencil Skirt,Terracotta,Poly-Spandex,66.02,25.0,49.52,1,49.52
T0042987,CUST_02703,2025-10-08,P00187,Dresses & Skirts,Slip Dress,Olive Green,French Terry,88.45,0.0,88.45,2,176.9
T0042988,CUST_02703,2025-10-10,P00179,Dresses & Skirts,Maxi Dress,White,Corduroy,81.85,15.0,69.57,2,139.14
T0042989,CUST_02703,2025-11-08,P00184,Dresses & Skirts,Party Dress,Terracotta,Cashmere Blend,122.74,0.0,122.74,1,122.74
T0042990,CUST_02703,2025-11-13,P00177,Dresses & Skirts,Maxi Dress,Olive Green,Linen,134.78,0.0,134.78,1,134.78
T0042991,CUST_02703,2025-11-19,P00176,Dresses & Skirts,Bodycon Dress,Heather Grey,Linen,88.74,10.0,79.87,1,79.87
T0042992,CUST_02703,2025-12-24,P00163,Dresses & Skirts,Pencil Skirt,Olive Green,Linen,158.02,10.0,142.22,1,142.22
T0042993,CUST_02703,2026-03-16,P00157,Dresses & Skirts,Pleated Skirt,White,Linen,85.69,0.0,85.69,1,85.69
T0042994,CUST_02703,2026-04-29,P00173,Dresses & Skirts,Bodycon Dress,Burgundy,Corduroy,72.21,10.0,64.99,1,64.99
T0042995,CUST_02703,2026-08-01,P00156,Dresses & Skirts,A-Line Skirt,Charcoal,Linen,150.7,10.0,135.63,1,135.63
T0042996,CUST_02704,2025-02-03,P00040,T-Shirts,V-Neck T-Shirt,Terracotta,French Terry,57.34,5.0,54.47,1,54.47
T0042997,CUST_02704,2025-02-25,P00131,Shorts,Chino Shorts,White,Cashmere Blend,49.52,5.0,47.04,3,141.12
T0042998,CUST_02704,2025-04-17,P00053,T-Shirts,Graphic T-Shirt,Burgundy,Corduroy,28.63,25.0,21.47,1,21.47
T0042999,CUST_02704,2025-05-06,P00127,Shorts,Cargo Shorts,Olive Green,French Terry,88.18,5.0,83.77,1,83.77
T0043000,CUST_02704,2025-06-22,P00053,T-Shirts,Graphic T-Shirt,Burgundy,Corduroy,28.63,0.0,28.63,1,28.63
T0043001,CUST_02704,2025-07-09,P00126,Shorts,Cargo Shorts,Terracotta,Corduroy,59.69,0.0,59.69,1,59.69
T0043002,CUST_02704,2025-08-02,P00057,T-Shirts,Striped T-Shirt,Olive Green,Linen,39.71,0.0,39.71,1,39.71
T0043003,CUST_02704,2025-10-10,P00122,Shorts,Denim Shorts,Charcoal,Poly-Spandex,59.89,15.0,50.91,1,50.91
T0043004,CUST_02704,2025-10-24,P00034,T-Shirts,Crew Neck T-Shirt,Heather Grey,French Terry,36.18,5.0,34.37,1,34.37
T0043005,CUST_02704,2025-11-09,P00131,Shorts,Chino Shorts,White,Cashmere Blend,49.52,15.0,42.09,1,42.09
T0043006,CUST_02704,2025-12-21,P00270,Blazers & Suits,Suit Jacket,Terracotta,Linen,134.89,20.0,107.91,1,107.91
T0043007,CUST_02704,2026-01-18,P00033,T-Shirts,Crew Neck T-Shirt,Olive Green,Corduroy,40.43,20.0,32.34,1,32.34
T0043008,CUST_02704,2026-03-07,P00135,Shorts,Running Shorts,Burgundy,Poly-Spandex,36.31,20.0,29.05,1,29.05
T0043009,CUST_02704,2026-05-25,P00054,T-Shirts,Graphic T-Shirt,Terracotta,French Terry,39.94,0.0,39.94,1,39.94
T0043010,CUST_02704,2026-07-09,P00131,Shorts,Chino Shorts,White,Cashmere Blend,49.52,10.0,44.57,1,44.57
T0043011,CUST_02704,2026-07-15,P00047,T-Shirts,Henley T-Shirt,White,French Terry,59.91,0.0,59.91,1,59.91
T0043012,CUST_02705,2025-01-23,P00297,Activewear,Track Pants,Olive Green,Linen,67.73,25.0,50.8,1,50.8
T0043013,CUST_02705,2025-02-13,P00247,Jackets & Outerwear,Trucker Jacket,Olive Green,French Terry,88.0,10.0,79.2,2,158.4
T0043014,CUST_02705,2025-05-19,P00283,Activewear,Running Top,Olive Green,Linen,79.53,0.0,79.53,1,79.53
T0043015,CUST_02705,2025-06-17,P00293,Activewear,Yoga Pants,Burgundy,Corduroy,94.38,20.0,75.5,1,75.5
T0043016,CUST_02705,2025-09-09,P00301,Activewear,Performance T-Shirt,White,French Terry,101.84,10.0,91.66,1,91.66
T0043017,CUST_02705,2025-10-07,P00291,Activewear,Leggings,Burgundy,Cashmere Blend,53.73,5.0,51.04,1,51.04
T0043018,CUST_02705,2025-10-28,P00287,Activewear,Running Shorts,White,French Terry,65.75,0.0,65.75,1,65.75
T0043019,CUST_02705,2026-01-18,P00279,Activewear,Sports Bra,Burgundy,Corduroy,85.42,10.0,76.88,1,76.88
T0043020,CUST_02705,2026-02-11,P00305,Activewear,Athletic Hoodie,Burgundy,Cashmere Blend,56.97,10.0,51.27,1,51.27
T0043021,CUST_02705,2026-07-04,P00277,Activewear,Sports Bra,White,Linen,48.29,20.0,38.63,1,38.63
T0043022,CUST_02705,2026-07-16,P00299,Activewear,Track Pants,White,Corduroy,36.09,0.0,36.09,1,36.09
T0043023,CUST_02705,2026-07-21,P00295,Activewear,Yoga Pants,Olive Green,Poly-Spandex,58.34,25.0,43.76,1,43.76
T0043024,CUST_02706,2025-03-21,P00217,Hoodies & Sweatshirts,Crewneck Sweatshirt,White,Linen,97.61,10.0,87.85,2,175.7
T0043025,CUST_02706,2025-05-10,P00197,Sweaters & Knitwear,Turtleneck,Burgundy,Linen,112.33,0.0,112.33,1,112.33
T0043026,CUST_02706,2025-07-23,P00215,Hoodies & Sweatshirts,Zip-Up Hoodie,White,Poly-Spandex,77.51,15.0,65.88,1,65.88
T0043027,CUST_02706,2025-08-26,P00321,Loungewear,Lounge T-Shirt,Olive Green,French Terry,64.33,10.0,57.9,1,57.9
T0043028,CUST_02706,2025-09-14,P00215,Hoodies & Sweatshirts,Zip-Up Hoodie,White,Poly-Spandex,77.51,10.0,69.76,1,69.76
T0043029,CUST_02706,2025-12-02,P00213,Hoodies & Sweatshirts,Zip-Up Hoodie,Olive Green,Corduroy,87.54,10.0,78.79,1,78.79
T0043030,CUST_02706,2026-01-06,P00170,Dresses & Skirts,Wrap Dress,Charcoal,Linen,82.69,5.0,78.56,1,78.56
T0043031,CUST_02706,2026-01-22,P00212,Hoodies & Sweatshirts,Pullover Hoodie,Heather Grey,Corduroy,58.15,0.0,58.15,1,58.15
T0043032,CUST_02707,2025-03-05,P00201,Sweaters & Knitwear,Cardigan,Olive Green,French Terry,99.99,0.0,99.99,1,99.99
T0043033,CUST_02707,2025-04-05,P00191,Sweaters & Knitwear,Crewneck Sweater,White,Cashmere Blend,157.23,10.0,141.51,1,141.51
T0043034,CUST_02707,2025-07-16,P00189,Sweaters & Knitwear,Crewneck Sweater,Olive Green,Poly-Spandex,58.58,0.0,58.58,1,58.58
T0043035,CUST_02707,2025-08-05,P00202,Sweaters & Knitwear,Cardigan,Heather Grey,Poly-Spandex,142.38,0.0,142.38,1,142.38
T0043036,CUST_02707,2025-10-21,P00202,Sweaters & Knitwear,Cardigan,Heather Grey,Poly-Spandex,142.38,0.0,142.38,2,284.76
T0043037,CUST_02707,2026-03-03,P00198,Sweaters & Knitwear,Turtleneck,Terracotta,Cashmere Blend,81.58,0.0,81.58,1,81.58
T0043038,CUST_02707,2026-03-31,P00194,Sweaters & Knitwear,V-Neck Sweater,Charcoal,French Terry,141.28,5.0,134.22,1,134.22
T0043039,CUST_02707,2026-04-13,P00195,Sweaters & Knitwear,V-Neck Sweater,Burgundy,Poly-Spandex,62.04,5.0,58.94,1,58.94
T0043040,CUST_02707,2026-05-06,P00206,Sweaters & Knitwear,Cable-Knit Sweater,Charcoal,Corduroy,86.57,5.0,82.24,2,164.48
T0043041,CUST_02707,2026-06-12,P00223,Hoodies & Sweatshirts,Cropped Hoodie,Olive Green,Linen,92.99,10.0,83.69,1,83.69
T0043042,CUST_02708,2025-01-11,P00220,Hoodies & Sweatshirts,Crewneck Sweatshirt,Terracotta,French Terry,72.16,25.0,54.12,1,54.12
T0043043,CUST_02708,2025-02-05,P00225,Hoodies & Sweatshirts,Fleece Sweatshirt,Olive Green,Cashmere Blend,85.12,25.0,63.84,1,63.84
T0043044,CUST_02708,2025-03-13,P00219,Hoodies & Sweatshirts,Crewneck Sweatshirt,Burgundy,Corduroy,82.22,5.0,78.11,1,78.11
T0043045,CUST_02708,2025-03-21,P00074,Tops,Camisole,Charcoal,French Terry,61.98,5.0,58.88,1,58.88
